address,agent_company,agent_email,agent_name,agent_phone,bathrooms,bedrooms,city,county,data_quality_score,days_on_market,description,detailed_features,enhanced_description,features,hashtags,hoa_fees,image_urls,images,instagram_post,last_updated,listing_type,lot_size,marketing_ready,mls_number,neighborhood,price,price_per_sqft,processed_at,property_tax,property_type,school_district,scraped_at,scraped_by,seo_title,social_description,source_site,source_url,square_feet,state,status,twitter_post,year_built,zip_code
"1423 Springwater Ave,",Castlerock Int LLC,,"<!-- --> </div><div class=""Flex-c11n-8-111-1__sc-n94bjd-0 ListingAttributionStyles__StyledImageAttributionListedBy-fshdp-8-111-1__sc-nqrldu-4 invhLl fDkfKy""><p data-testid=""attribution-LISTING_AGENT"" class=""Text-c11n-8-111-1__sc-aiai24-0 hZAvJt""><span class=""Text-c11n-8-111-1__sc-aiai24-0 hZAvJt"">John P. McNamara",,2.0,4,,,,,No description available,Limestone and brick exterior,,Limestone and brick exterior,#realestate #newlisting #property #homeforsale #4bed #2.0bath,,"https://photos.zillowstatic.com/fp/c72d0bba81743c678989aa95069426ad-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b3dce9104725d1cac18d661daf004236-cc_ft_576.jpg,https://photos.zillowstatic.com/fp/2ed48eaa48a6f52c4cc459bfafae4a4e-cc_ft_576.jpg,https://photos.zillowstatic.com/fp/e59bfb69fad4788be3a837b6769a0d20-cc_ft_576.jpg,https://photos.zillowstatic.com/fp/1fb54101291781b158d1ab4457dc5355-cc_ft_576.jpg","https://photos.zillowstatic.com/fp/c72d0bba81743c678989aa95069426ad-cc_ft_960.jpg,https://photos.zillowstatic.com/fp/b3dce9104725d1cac18d661daf004236-cc_ft_576.jpg,https://photos.zillowstatic.com/fp/2ed48eaa48a6f52c4cc459bfafae4a4e-cc_ft_576.jpg,https://photos.zillowstatic.com/fp/e59bfb69fad4788be3a837b6769a0d20-cc_ft_576.jpg,https://photos.zillowstatic.com/fp/1fb54101291781b158d1ab4457dc5355-cc_ft_576.jpg","🏠 New Listing Alert! 🏠

📍 1423 Springwater Ave,
💰 875,000
🛏️ 4 bed 🚿 2.0 bath

#realestate #newlisting #property",,,0.46,True,,Neighborhood not specified,"875,000",,2025-07-21T09:51:09.924740,,Single Family,,2025-07-21T09:51:09.791721,,"1423 Springwater Ave, - 875,000 - 4 bed 2.0 bath | Real Esta","Check out this amazing property at 1423 Springwater Ave,! Priced at 875,000. Features 4 bed, 2.0 bath.",zillow,https://www.zillow.com/homedetails/1423-Springwater-Ave-Wenatchee-WA-98801/85972778_zpid/,3664,,,"🏠 New listing: 1423 Springwater Ave, - 875,000 #realestate #newlisting",1946,
